e, e_dot, e_int, stamp, 
2.6976087391917707, -2.0225635084109013e-06, 0.29317559662965714, 1729869619821459488, 
2.696521157608481, -0.007064309162585957, 0.3065986090602854, 1729869619872780012, 
2.693140710224393, -0.03127200917453238, 0.26382757305265886, 1729869619919327206, 
2.687478804239735, -0.061393298810915015, 0.26197186703952713, 1729869619970081227, 
2.6813790343697512, -0.08587510732906646, 0.24861425853923666, 1729869620011840591, 
2.673143161456617, -0.1036918008807492, 0.24574200604134092, 1729869620061753190, 
2.659044282185088, -0.12429599164978034, 0.3144900684545815, 1729869620129574712, 
2.651933599100782, -0.14853031457508656, 0.2601091810534827, 1729869620159488124, 
2.635088484453114, -0.16935794090911913, 0.24425812559045504, 1729869620221793219, 
2.619658119481331, -0.19293255875726414, 0.29606141539986564, 1729869620271821521, 
2.6051272071589358, -0.2037199907477987, 0.2568300619380375, 1729869620319821534, 
2.5895873498997544, -0.20458712878931098, 0.2551703091820938, 1729869620369783438, 
2.547361008595885, -0.20227013429447926, 0.49736736818338395, 1729869620512547902, 
2.51392209873669, -0.20090093428268582, 0.6419388082633517, 1729869620621495506, 
2.4842664698262142, -0.2028278713055236, 0.5213705105026667, 1729869620719837181, 
2.4556248431872487, -0.20434194547482942, 0.4728160988547834, 1729869620811793843, 
2.419662756692353, -0.20587203280453892, 0.513753927781799, 1729869620929260438, 
2.39194881150491, -0.20186283433976948, 0.5087521385933366, 1729869621021812663, 
2.362420329821428, -0.20023313300042833, 0.4557169824040837, 1729869621119829837, 
2.3471651879430078, -0.2020758673986444, 0.35043481748656524, 1729869621169851721, 
2.30388953582271, -0.20272029241848863, 0.4506288640130742, 1729869621312585437, 
2.2709796228639925, -0.2013243052959588, 0.5817933827616774, 1729869621422000159, 
2.242351388160381, -0.19780718551932455, 0.4709384855957355, 1729869621519827589, 
2.2276993133572582, -0.1951858019236282, 0.3322173863058509, 1729869621569848798, 
2.1856963526879305, -0.19570392972975914, 0.4277292504898872, 1729869621712621537, 
2.153556513026425, -0.19610832939221223, 0.5517190703205845, 1729869621821892237, 
2.1260617671379203, -0.19162936370842656, 0.4465403878866446, 1729869621919822770, 
2.0991384490563116, -0.19006669206499094, 0.40600446806381035, 1729869622012840639, 
2.0848560533123623, -0.19360552921313587, 0.29875012309099547, 1729869622061858012, 
2.0387709426501597, -0.19311119567077537, 0.43363893377759744, 1729869622221898302, 
2.011359682734875, -0.1892297185850367, 0.5276747747998387, 1729869622319890247, 
1.9969581220222796, -0.18930696208205758, 0.2982508728678938, 1729869622369862497, 
1.956481054279054, -0.19059152310342828, 0.383151855004017, 1729869622512596756, 
1.92526370155905, -0.18977513480160466, 0.4937804685661721, 1729869622621846895, 
1.8979465023586775, -0.1881374893260844, 0.39933240699230604, 1729869622719873783, 
1.883702752804508, -0.18777379547393455, 0.281667063054816, 1729869622769913143, 
1.8386919514560836, -0.18882735025044983, 0.3929513355419317, 1729869622929621548, 
1.8134258421232288, -0.18551976172941745, 0.4644112067443862, 1729869623021589224, 
1.7868306992801448, -0.18173471690337628, 0.34500130855968525, 1729869623119916405, 
