e, e_dot, e_int, stamp, 
1.6352675469149764, 0.0, 0.1499155349482463, 1729868019073455318, 
1.6352675469149764, 0.0, 0.1620456274635549, 1729868019120234889, 
1.634075874346376, -0.007758936884374755, 0.16017685964914208, 1729868019171430587, 
1.6304446471980878, -0.03165021535447456, 0.16636236709433744, 1729868019222093805, 
1.624504296931074, -0.0579767539435914, 0.17723676801123112, 1729868019280186489, 
1.6205901527213444, -0.07716208945732546, 0.14363488020889834, 1729868019310474727, 
1.6099002690769195, -0.09280517053831742, 0.16497779239357238, 1729868019382129623, 
1.6024548578913533, -0.11291681541356476, 0.1787082026317236, 1729868019421405966, 
1.5936302162805533, -0.12189133120265656, 0.1431947450148432, 1729868019471514880, 
1.5846351103615288, -0.11911395525864617, 0.15894593620254124, 1729868019521147802, 
1.5764439330947928, -0.11542491093162943, 0.1573234427792391, 1729868019570778642, 
1.5689012868875258, -0.1040445032563266, 0.15909992977516707, 1729868019622057268, 
1.5552244896010263, -0.09999310789585913, 0.22051156249311712, 1729868019711513644, 
1.538277686691702, -0.10216591659961409, 0.3104850625565058, 1729868019821837316, 
1.5228224736197955, -0.10305158157252929, 0.32265866384618647, 1729868019921199068, 
1.5076718459582428, -0.10232422866388609, 0.3036917288476011, 1729868020021250897, 
1.4941599974867605, -0.10074273805689299, 0.2860376298997927, 1729868020110851764, 
1.4776780054766843, -0.09917230593611832, 0.30153061719047936, 1729868020223190815, 
1.4638488377365682, -0.09694557692211707, 0.3079768625414303, 1729868020319146583, 
1.449513437968845, -0.0963469723446135, 0.2852342250158127, 1729868020418065519, 
1.4352206295801064, -0.09696157717597946, 0.2853235643663882, 1729868020515985579, 
1.419295802566252, -0.09722711919990971, 0.297273347615248, 1729868020625271340, 
1.405716995756858, -0.09828523336410104, 0.28449004819840273, 1729868020716319706, 
1.3903401284530796, -0.09865121843047632, 0.2751002943740983, 1729868020821055868, 
1.3774425077827626, -0.09660461749455516, 0.27118037821942065, 1729868020911249910, 
1.361968954685666, -0.09426059024570599, 0.2765431120991117, 1729868021021946725, 
1.3477678025407807, -0.0942579566307632, 0.2861189504010351, 1729868021121261949, 
1.340586359207154, -0.09615407288065843, 0.20073655455315093, 1729868021170628607, 
1.320730841563427, -0.09572097699720021, 0.2532389163721597, 1729868021310760737, 
1.3060228199162567, -0.0915752009754176, 0.33152458903539006, 1729868021421318934, 
1.2924667297651073, -0.08958783967411581, 0.2749125594802572, 1729868021521194853, 
1.2797850754970566, -0.08887576199745865, 0.2543603864128564, 1729868021618076831, 
1.2644080132936846, -0.08828628561545115, 0.2707015174086383, 1729868021732864532, 
1.2539956144310298, -0.08807809861840381, 0.24652140992922525, 1729868021812791809, 
1.2464879661068393, -0.08596015934172203, 0.1741405264882357, 1729868021871625919, 
1.228084311877866, -0.08415171404288328, 0.2563297286409865, 1729868022019034315, 
1.21645013780831, -0.08337407295292536, 0.2956239633447933, 1729868022111904029, 
1.204532301725303, -0.08295611088329588, 0.23025230603744257, 1729868022208331186, 
1.1967883393333907, -0.08210693402317491, 0.19237670734361548, 1729868022271430477, 
1.1787836825371842, -0.08146319771057935, 0.2519048016739328, 1729868022419418444, 
1.1663022807031482, -0.07823877595113299, 0.3050624919948807, 1729868022529821204, 
1.1626740473365056, -0.07556857435517779, 0.16641598760717558, 1729868022561745160, 
1.149871746551037, -0.07632228664725502, 0.16576097174701082, 1729868022672765910, 
1.1381858636026947, -0.07838570734798424, 0.23986148475115449, 1729868022770276140, 
1.121918856508101, -0.07825673760832143, 0.2717201135159291, 1729868022911817513, 
1.1163830174770046, -0.07511526531624947, 0.215731194937134, 1729868022961952709, 
1.0979958905425045, -0.07529942272377695, 0.2328275463911745, 1729868023121176116, 
1.0921289199258781, -0.0771558190054993, 0.23124198171773944, 1729868023171758940, 
1.0766628251452197, -0.07541804052268615, 0.2078151698497335, 1729868023312019715, 
1.0646751067539888, -0.07333948294742422, 0.2689021642115563, 1729868023421245491, 
1.0529658083783537, -0.07562621514966959, 0.22274605087904487, 1729868023521216525, 
1.0415951566763302, -0.07666125300606422, 0.21137806915625645, 1729868023621969398, 
1.0317710130435995, -0.07363257857072482, 0.1997546276126103, 1729868023712899266, 
1.0197842869518334, -0.07284867700926784, 0.20559343977065092, 1729868023821371376, 
1.0085047543772998, -0.07449502580797261, 0.21247905516965795, 1729868023921207977, 
0.9975075834013012, -0.07399214445884207, 0.2024573814940305, 1729868024022102694, 
0.9873761342741291, -0.0739952326857657, 0.19014216105060452, 1729868024111770107, 
0.975779117470583, -0.07299466075800926, 0.19646821988783478, 1729868024221181310, 
0.9651975539239533, -0.07060502510832369, 0.2044056663637185, 1729868024321176910, 
0.9600112277511506, -0.06952313324624902, 0.14550507440051444, 1729868024371652542, 
0.9429019125676128, -0.06985270907054024, 0.20140034387189681, 1729868024531838595, 
0.9337168517875737, -0.0692570149334171, 0.23748403775914537, 1729868024622813996, 
0.922969070508849, -0.06992875842954337, 0.1770628656508309, 1729868024721576738, 
0.9124936253247193, -0.07100486052102961, 0.18396968079877513, 1729868024822118170, 
0.9030271973402239, -0.07009778417553356, 0.17321920281821332, 1729868024911337383, 
0.8915902953583668, -0.06879862323710796, 0.18341064219601502, 1729868025025372452, 
0.883719013634794, -0.06198799869820273, 0.1838347058483569, 1729868025117250313, 
