x, y, theta, stamp, 
1.4579499293176923e-05, -1.678425178397447e-05, 0.00016785295383777598, 1729869619712779686, 
1.5055866242619231e-05, -1.7332560673821718e-05, 0.00017333679600173217, 1729869619759109037, 
1.5180135960690677e-05, -1.7475596905569546e-05, 0.00017476735525739825, 1729869619821459488, 
0.0011536101810634136, 6.922660395503044e-05, 0.0027619547141921772, 1729869619872780012, 
0.004700872115790844, 0.000317886850098148, 0.009054030971422792, 1729869619919327206, 
0.010707799345254898, 0.0005757691105827689, 0.020078689499536163, 1729869619970081227, 
0.017116045579314232, 0.0010131564922630787, 0.031839412312245956, 1729869620011840591, 
0.02585659921169281, 0.001394477323628962, 0.04793087899606513, 1729869620061753190, 
0.04054434597492218, 0.002736372407525778, 0.07653932164090112, 1729869620129574712, 
0.047887712717056274, 0.0035763224586844444, 0.09108901391859592, 1729869620159488124, 
0.06514441967010498, 0.005919630639255047, 0.12265212195039314, 1729869620221793219, 
0.08104012906551361, 0.00787070021033287, 0.14951814620492526, 1729869620271821521, 
0.095838263630867, 0.010134421288967133, 0.17564834291340423, 1729869620319821534, 
0.11142709106206894, 0.013134901411831379, 0.20279920973564491, 1729869620369783438, 
0.1531391590833664, 0.022873904556035995, 0.2747506475736427, 1729869620512547902, 
0.18535438179969788, 0.03254777193069458, 0.32744348176834576, 1729869620621495506, 
0.2132544219493866, 0.04271611198782921, 0.37065021383175795, 1729869620719837181, 
0.2397644966840744, 0.053565043956041336, 0.41058466342110905, 1729869620811793843, 
0.2724855840206146, 0.06851696223020554, 0.4620859286356503, 1729869620929260438, 
0.29723840951919556, 0.08113449066877365, 0.498518462928498, 1729869621021812663, 
0.3231445550918579, 0.09569041430950165, 0.534002073745728, 1729869621119829837, 
0.3363480567932129, 0.10364366322755814, 0.550251490048989, 1729869621169851721, 
0.37331995368003845, 0.12739521265029907, 0.5951837086809708, 1729869621312585437, 
0.40086984634399414, 0.14687272906303406, 0.6265841732576092, 1729869621422000159, 
0.42448869347572327, 0.1647164672613144, 0.6504333381310076, 1729869621519827589, 
0.43650534749031067, 0.17405106127262115, 0.6608844655486656, 1729869621569848798, 
0.4706203043460846, 0.20175759494304657, 0.6916864058323183, 1729869621712621537, 
0.49652841687202454, 0.22359788417816162, 0.7059075054121702, 1729869621821892237, 
0.5188034772872925, 0.2421141266822815, 0.7004605926684788, 1729869621919822770, 
0.5406615138053894, 0.26023295521736145, 0.697494760097248, 1729869622012840639, 
